id_persona|numero_cedula|nombre|apellido|peso|altura|sexo|edad|ciudad
58|1705666798|Ana|Pérez|77.4|1.81|M|24|Quito
59|0107020474|María|Ramírez|73.1|1.82|M|26|Cuenca
60|1732981346|Camila|Mendoza|84.5|1.86|M|21|Quito
61|0992854949|Laura|Cedeño|72.8|1.77|F|49|Guayaquil
62|1792220539|Laura|García|82.3|1.87|M|34|Quito
63|1731324423|Ana|Ramírez|54.6|1.61|F|22|Quito
64|0122899714|María|López|73.4|1.84|M|31|Cuenca
65|1786352049|Ana|Herrera|53.9|1.79|M|45|Quito
66|1795410469|José|Cedeño|64.4|1.79|M|34|Quito
67|0919220263|Ana|Cedeño|63.9|1.65|F|37|Guayaquil
68|1772199630|Luis|López|60.5|1.6|F|28|Quito
69|0964041140|Ana|Pérez|76.4|1.61|F|21|Guayaquil
70|0971409072|Carlos|Cedeño|56.7|1.64|F|22|Guayaquil
71|0955864510|Ana|Herrera|61.8|1.6|F|36|Guayaquil
72|0931590827|Carlos|Torres|79.0|1.87|M|40|Guayaquil
73|1775045544|José|García|78.8|1.58|F|44|Quito
74|1785505220|Laura|Pérez|74.9|1.61|F|34|Quito
75|0942595022|Juan|Herrera|77.4|1.84|M|26|Guayaquil
76|0105969555|Pedro|García|85.3|1.77|M|27|Cuenca
77|0133530037|Juan|Cedeño|82.2|1.79|M|31|Cuenca
78|0156773885|Carlos|Herrera|73.7|1.59|F|49|Cuenca
79|0985173053|Carlos|Pérez|66.4|1.61|F|38|Guayaquil
80|0956193973|María|Ramírez|60.8|1.69|F|48|Guayaquil
81|0992609577|Luis|López|73.0|1.61|F|24|Guayaquil
82|0971897329|Juan|Torres|64.9|1.7|F|49|Guayaquil
83|1730141957|Ana|López|59.0|1.68|F|31|Quito
84|0981930614|Camila|Cedeño|70.3|1.61|F|25|Guayaquil
85|0942399398|Laura|Cedeño|71.3|1.65|F|19|Guayaquil
86|0957248337|Luis|López|81.4|1.79|M|43|Guayaquil
87|0944513077|José|Cedeño|90.1|1.57|M|26|Guayaquil
88|0916471627|María|López|65.0|1.62|F|49|Guayaquil
89|0193301639|María|Mendoza|70.5|1.55|F|18|Cuenca
90|0108615670|Camila|García|56.9|1.52|F|35|Cuenca
91|0946894427|Laura|Torres|68.6|1.68|F|30|Guayaquil
92|0967356046|Luis|Mendoza|66.7|1.55|F|40|Guayaquil
93|0974618721|Juan|Torres|85.7|1.86|M|20|Guayaquil
94|0956418371|Juan|Ramírez|46.5|1.55|F|46|Guayaquil
95|0925633693|Carlos|Moreno|68.9|1.8|M|49|Guayaquil
96|1742248624|Ana|Mendoza|62.0|1.69|F|35|Quito
97|0947280747|Laura|Mendoza|77.5|1.74|M|36|Guayaquil
98|1762480572|María|Ramírez|90.0|1.79|M|46|Quito
99|0132080591|Juan|Moreno|65.0|1.65|F|38|Cuenca
100|1759248116|Juan|López|78.9|1.76|M|42|Quito
101|1700264938|Sofía|Moreno|83.3|1.85|M|21|Quito
102|0995102499|Juan|Moreno|59.2|1.77|F|46|Guayaquil
103|0929660185|María|Moreno|77.0|1.97|M|29|Guayaquil
104|0152186238|Pedro|Ramírez|70.8|1.68|F|38|Cuenca
105|1771475021|Luis|Mendoza|93.3|1.82|M|25|Quito
106|0155113848|Luis|López|86.9|1.67|M|48|Cuenca
107|0169095360|María|Torres|80.7|1.72|M|40|Cuenca
108|0904453965|Carlos|López|73.1|1.63|F|27|Guayaquil
109|0935343720|Laura|Ramírez|75.5|1.8|M|21|Guayaquil
110|0959294489|Juan|Herrera|65.1|1.53|F|22|Guayaquil
111|1761394226|Laura|Torres|73.1|1.53|F|26|Quito
112|0124431593|José|López|95.7|1.77|M|28|Cuenca
113|0972268362|María|Torres|84.3|1.78|M|49|Guayaquil
114|0946723202|Pedro|Pérez|76.0|1.62|M|27|Guayaquil
115|0171104874|Carlos|Pérez|83.0|1.57|M|36|Cuenca
116|1781487847|Ana|Mendoza|79.6|1.76|M|49|Quito
117|0152911157|Sofía|Ramírez|102.3|1.8|M|32|Cuenca
118|1747061539|Laura|Pérez|66.4|1.66|M|23|Quito
119|0975024243|Carlos|Ramírez|54.3|1.69|F|31|Guayaquil
120|0997615812|Luis|García|64.2|1.67|F|39|Guayaquil
121|0910555213|Juan|Herrera|75.6|1.62|M|41|Guayaquil
122|0903743345|Pedro|Cedeño|96.6|1.73|M|23|Guayaquil
123|0106718204|Laura|Mendoza|63.5|1.72|F|41|Cuenca
124|1795251239|Sofía|López|72.1|1.88|M|29|Quito
125|0161144959|Carlos|Moreno|66.8|1.56|F|25|Cuenca
126|0918271648|Juan|López|78.6|1.73|M|49|Guayaquil
127|0941535055|Ana|García|69.5|1.58|F|49|Guayaquil
128|1742968627|Sofía|López|93.8|1.81|M|38|Quito
129|0941252777|José|Cedeño|72.1|1.67|F|47|Guayaquil
130|0902760231|José|Moreno|72.3|1.59|F|34|Guayaquil
131|1757068118|Camila|Vera|77.8|1.69|F|38|Quito
132|0974946398|María|Vera|68.2|1.57|F|33|Guayaquil
133|1796941111|Camila|Torres|87.7|1.67|M|48|Quito
134|0974491998|Sofía|Cedeño|59.3|1.77|M|32|Guayaquil
135|1725304761|Carlos|Ramírez|68.5|1.72|M|50|Quito
136|1767928428|Ana|Cedeño|66.8|1.7|F|38|Quito
137|0959189952|Laura|Moreno|65.9|1.63|F|20|Guayaquil
138|0102384020|Ana|Cedeño|85.6|1.85|M|43|Cuenca
139|0953071404|Carlos|Vera|73.1|1.55|F|23|Guayaquil
140|0956540994|Carlos|Vera|83.7|1.8|M|40|Guayaquil
141|0906212394|Sofía|Torres|89.6|1.74|M|24|Guayaquil
142|0999710331|María|Ramírez|84.9|1.61|M|20|Guayaquil
143|0913162208|María|Torres|84.0|1.85|M|28|Guayaquil
144|0917622709|Camila|Pérez|74.8|1.6|M|31|Guayaquil
145|0152272824|Luis|Ramírez|79.4|1.77|M|40|Cuenca
146|0947685181|Luis|Cedeño|63.8|1.66|F|50|Guayaquil
147|0128112889|María|Ramírez|101.0|1.72|M|20|Cuenca
148|0990224028|José|García|61.8|1.62|F|20|Guayaquil
149|0197923326|María|Ramírez|56.6|1.72|F|27|Cuenca
150|0909028818|María|Pérez|93.1|1.97|M|39|Guayaquil
151|0174977883|Ana|López|79.2|1.73|M|19|Cuenca
152|0900421796|José|López|87.5|1.68|M|40|Guayaquil
153|0948654261|Ana|García|82.6|2.04|M|41|Guayaquil
154|1792823422|Camila|García|87.3|1.74|M|41|Quito
155|0915612400|Camila|Herrera|87.3|1.61|F|50|Guayaquil
156|1703247465|Sofía|Cedeño|71.9|1.62|F|43|Quito
157|0937399949|Sofía|Moreno|59.1|1.61|F|23|Guayaquil
158|1724283020|Camila|Cedeño|64.6|1.8|M|24|Quito
159|0929353459|Ana|Pérez|63.0|1.62|F|22|Guayaquil
160|0198484314|Ana|Cedeño|71.8|1.75|F|45|Cuenca
161|0175060400|Laura|Ramírez|68.9|1.7|M|47|Cuenca
162|1756787485|José|López|76.0|1.7|M|18|Quito
163|0150373953|Carlos|García|55.1|1.53|F|34|Cuenca
164|1767170778|Pedro|Mendoza|57.7|1.58|F|37|Quito
165|0184824178|José|López|69.6|1.53|F|35|Cuenca
166|1787895397|Juan|Mendoza|56.1|1.64|F|38|Quito
167|0962416267|José|Cedeño|50.6|1.74|F|24|Guayaquil
168|0119801895|Pedro|López|46.7|1.71|F|39|Cuenca
169|0165993317|Juan|López|56.0|1.6|F|18|Cuenca
170|1713595439|Camila|López|77.9|1.61|F|43|Quito
171|1782838250|Ana|García|62.0|1.47|F|45|Quito
172|1783063842|Carlos|Herrera|76.9|1.83|M|26|Quito
173|0969009619|Ana|Torres|46.6|1.6|F|19|Guayaquil
174|1728111297|José|Ramírez|57.0|1.56|F|19|Quito
175|0149093777|Laura|Torres|62.8|1.63|F|24|Cuenca
176|0988591438|Luis|García|91.9|1.93|M|39|Guayaquil
177|0907503220|Sofía|Herrera|77.0|1.69|M|44|Guayaquil
178|1723239264|José|García|67.0|1.7|F|41|Quito
179|0982009148|María|López|76.9|1.74|M|30|Guayaquil
180|0107196230|Sofía|Pérez|79.7|1.57|F|49|Cuenca
181|1744829486|Laura|Herrera|57.2|1.65|F|21|Quito
182|1737770444|José|Moreno|67.6|1.62|F|43|Quito
183|1759968400|Carlos|Moreno|54.0|1.68|F|33|Quito
184|0168482545|Ana|Vera|66.6|1.71|M|47|Cuenca
185|0943595524|María|Vera|52.6|1.67|F|48|Guayaquil
186|0117591607|Pedro|Moreno|64.5|1.51|F|35|Cuenca
187|1760076891|Laura|Mendoza|71.5|1.6|F|30|Quito
188|0926853621|Sofía|Herrera|63.4|1.78|M|40|Guayaquil
189|0941092703|Laura|Torres|68.5|1.66|F|30|Guayaquil
190|1756566410|José|Ramírez|62.6|1.66|F|19|Quito
191|0114864889|Carlos|Pérez|54.0|1.61|F|18|Cuenca
192|0188430644|Laura|López|66.8|1.58|F|25|Cuenca
193|1731540906|Ana|Torres|57.2|1.65|F|26|Quito
194|0998167116|Juan|Moreno|78.2|1.54|F|34|Guayaquil
195|1767102705|Carlos|Vera|75.7|1.9|M|44|Quito
196|1733031835|Camila|Pérez|69.6|1.51|F|24|Quito
197|0137977232|Camila|Pérez|76.9|1.73|M|24|Cuenca
198|0965143840|Sofía|Ramírez|82.7|1.8|M|50|Guayaquil
199|0935415617|Camila|Ramírez|59.5|1.75|M|32|Guayaquil
200|0914461751|Carlos|Torres|77.8|1.57|F|29|Guayaquil
201|1738624950|Juan|Herrera|57.3|1.55|F|32|Quito
202|0997967432|Laura|Pérez|78.6|1.78|M|46|Guayaquil
203|0194135120|Juan|Moreno|52.9|1.55|F|29|Cuenca
204|0114246875|Laura|Pérez|58.1|1.64|F|26|Cuenca
205|1738857184|Camila|García|60.1|1.65|F|37|Quito
206|0177646351|María|Torres|82.4|1.86|M|22|Cuenca
207|1705250288|Ana|García|83.0|1.77|M|23|Quito
208|0923129779|Camila|García|76.6|1.73|M|50|Guayaquil
209|0187157429|Pedro|Pérez|85.6|1.79|M|34|Cuenca
210|0967807682|Laura|Mendoza|74.4|1.69|M|45|Guayaquil
211|1716111035|Laura|Mendoza|74.3|1.67|F|32|Quito
212|0993861452|Ana|Cedeño|84.7|1.88|M|42|Guayaquil
213|0934899056|Pedro|Ramírez|64.2|1.7|F|20|Guayaquil
214|0160961918|Juan|Mendoza|87.9|1.68|M|41|Cuenca
215|0117848797|Ana|Herrera|66.7|1.58|F|27|Cuenca
216|1777573774|Laura|López|102.1|1.79|M|37|Quito
217|0170548970|Laura|Ramírez|58.5|1.57|F|27|Cuenca
218|0999693646|Sofía|Moreno|85.2|1.77|M|42|Guayaquil
219|1756518575|Juan|Ramírez|79.9|1.77|M|32|Quito
220|0925972891|Camila|Pérez|72.6|1.64|F|50|Guayaquil
221|1784835657|Carlos|Vera|72.5|1.66|F|50|Quito
222|1712755074|Luis|Torres|81.5|1.83|M|45|Quito
223|0982941082|Pedro|Cedeño|83.2|1.77|M|18|Guayaquil
224|0198237897|José|López|90.6|1.79|M|45|Cuenca
225|0197909969|Pedro|López|75.1|1.7|M|39|Cuenca
226|0123953628|Ana|Torres|61.1|1.66|F|19|Cuenca
227|0180966655|Laura|Pérez|60.2|1.69|F|28|Cuenca
228|1742096706|José|Herrera|67.2|1.84|M|45|Quito
229|1709910680|María|García|59.3|1.6|F|47|Quito
230|1759791564|Laura|García|68.2|1.67|F|41|Quito
231|0120947945|Juan|Ramírez|65.8|1.71|F|47|Cuenca
232|0994478075|María|Herrera|83.0|1.68|F|27|Guayaquil
233|0136004425|Laura|Mendoza|63.5|1.81|M|36|Cuenca
234|0183051591|Juan|Vera|65.8|1.57|F|24|Cuenca
235|0952599791|Luis|Cedeño|85.2|1.71|M|50|Guayaquil
236|0983647124|Camila|Mendoza|91.4|1.72|M|40|Guayaquil
237|1705512641|Juan|Vera|72.4|1.76|M|50|Quito
238|1730661141|Camila|García|67.7|1.65|F|29|Quito
239|0901635413|Sofía|Pérez|72.8|1.87|M|33|Guayaquil
240|0135685978|Ana|García|106.5|1.74|M|41|Cuenca
241|1774097510|María|López|60.7|1.81|M|42|Quito
242|1732805048|Laura|Herrera|80.1|1.69|M|32|Quito
243|1781192436|Camila|García|84.4|1.64|M|24|Quito
244|0186987308|Carlos|Pérez|49.4|1.62|F|36|Cuenca
245|0946265816|Luis|Torres|99.0|1.81|M|41|Guayaquil
246|0918643980|Pedro|López|63.4|1.72|F|37|Guayaquil
247|1776724495|José|Ramírez|79.3|1.63|F|18|Quito
248|1795093642|Carlos|Mendoza|73.8|1.59|F|36|Quito
249|0989104577|Sofía|Torres|78.1|1.73|M|26|Guayaquil
250|0180687195|José|Mendoza|91.6|1.84|M|44|Cuenca
251|0907768554|Camila|Ramírez|85.3|1.72|M|28|Guayaquil
252|0931759398|Sofía|Torres|65.5|1.55|F|47|Guayaquil
253|0998582781|José|Herrera|74.6|1.81|M|37|Guayaquil
254|1722287699|Camila|Cedeño|63.3|1.48|F|36|Quito
255|0114579003|Luis|Pérez|69.2|1.6|F|46|Cuenca
256|1791238087|Pedro|Moreno|73.5|1.71|F|47|Quito
257|0947713298|Luis|Herrera|63.2|1.72|F|35|Guayaquil
258|1739957917|José|García|64.6|1.49|F|28|Quito
259|0980056543|Ana|Vera|71.7|1.61|F|35|Guayaquil
260|0936098679|Camila|Moreno|77.5|1.81|M|43|Guayaquil
261|0122240792|Sofía|Herrera|70.1|1.84|M|43|Cuenca
262|1762292592|Juan|López|75.8|1.62|F|23|Quito
263|1766404047|Sofía|Ramírez|74.3|1.59|F|40|Quito
264|0917926543|Carlos|Vera|72.1|1.85|M|34|Guayaquil
265|0115688443|Juan|Pérez|64.2|1.63|F|45|Cuenca
266|0926660669|Sofía|Torres|86.2|1.67|M|50|Guayaquil
267|0185768765|Juan|Cedeño|77.5|1.59|F|29|Cuenca
268|0177453941|Laura|Cedeño|73.3|1.73|M|18|Cuenca
269|1754702294|Laura|Vera|50.5|1.74|M|23|Quito
270|1783368413|Laura|Cedeño|65.1|1.6|F|23|Quito
271|1790146658|Pedro|Moreno|95.5|1.8|M|32|Quito
272|1728167629|Pedro|Vera|76.7|1.63|F|23|Quito
273|1765944640|María|Cedeño|82.6|1.72|M|49|Quito
274|0992948413|Sofía|Mendoza|74.4|1.76|M|23|Guayaquil
275|1709421318|Laura|Mendoza|66.1|1.59|F|25|Quito
276|0971157875|Sofía|Pérez|72.7|1.77|M|36|Guayaquil
277|0137970999|José|Herrera|53.3|1.63|F|34|Cuenca
278|0917356326|Sofía|López|84.2|1.7|M|40|Guayaquil
279|1707960961|Luis|Torres|85.5|1.73|M|33|Quito
280|0143827235|Luis|Cedeño|76.6|1.56|F|33|Cuenca
281|1793142731|Ana|Cedeño|65.8|1.61|F|31|Quito
282|0907657435|Sofía|Torres|60.7|1.6|F|36|Guayaquil
283|1780954346|Carlos|Cedeño|98.3|1.55|M|45|Quito
284|0985247834|Laura|Herrera|77.3|1.75|M|45|Guayaquil
285|0972533421|Ana|Pérez|109.0|1.7|M|20|Guayaquil
286|0159613776|Laura|Vera|65.3|1.79|M|48|Cuenca
287|1791330670|José|López|64.3|1.68|F|44|Quito
288|1739184033|Ana|Pérez|63.5|1.61|F|48|Quito
289|0913550519|Ana|García|71.2|1.74|F|41|Guayaquil
290|0100449287|María|Ramírez|77.8|1.87|M|30|Cuenca
291|0989193603|María|Pérez|81.2|1.75|F|44|Guayaquil
292|0143098533|Camila|Cedeño|57.0|1.65|F|37|Cuenca
293|0165489608|María|Vera|63.6|1.63|F|50|Cuenca
294|0940887612|María|Vera|72.3|1.65|F|48|Guayaquil
295|1784109559|Laura|Cedeño|97.9|1.67|M|42|Quito
296|0939879219|José|Mendoza|60.7|1.78|M|27|Guayaquil
297|0917127577|Sofía|García|68.9|1.78|M|43|Guayaquil
298|0954313408|Ana|Cedeño|70.5|1.8|M|24|Guayaquil
299|0193514268|Juan|Cedeño|77.5|1.77|M|39|Cuenca
300|0165711067|Laura|Moreno|45.9|1.51|F|28|Cuenca
301|0166891324|José|Mendoza|82.8|1.7|M|20|Cuenca
302|0993964393|José|García|66.8|1.65|M|40|Guayaquil
303|0955564859|Ana|Cedeño|57.4|1.64|F|19|Guayaquil
304|1731124560|Ana|Ramírez|81.8|1.8|M|48|Quito
305|0941764268|José|Pérez|77.6|1.7|F|29|Guayaquil
306|1769303627|Camila|Mendoza|65.4|1.57|F|25|Quito
307|0942897577|Laura|Vera|55.2|1.73|F|39|Guayaquil
308|0151578804|Laura|Ramírez|62.5|1.71|F|19|Cuenca
309|1777650834|Ana|Ramírez|83.2|1.87|M|21|Quito
310|0931864441|Laura|Herrera|87.1|1.75|M|23|Guayaquil
311|1746218888|Juan|García|64.6|1.8|M|40|Quito
312|0170627801|Sofía|Cedeño|57.7|1.67|F|37|Cuenca
313|0932424706|Carlos|Ramírez|71.9|1.86|M|30|Guayaquil
314|0908540436|José|Mendoza|72.1|1.6|F|19|Guayaquil
315|1743769437|Carlos|Torres|68.8|1.7|M|35|Quito
316|1713229195|Ana|Torres|90.3|1.69|M|36|Quito
317|1701530569|Luis|Mendoza|74.5|1.59|F|20|Quito
318|1777466427|Pedro|Torres|72.4|1.78|M|49|Quito
319|1766790459|Laura|López|53.8|1.68|M|47|Quito
320|0964374847|Pedro|Herrera|60.4|1.68|F|34|Guayaquil
321|0921549376|Ana|Pérez|79.5|1.76|M|43|Guayaquil
322|1767916210|Luis|Cedeño|57.0|1.69|M|48|Quito
323|1796541260|Sofía|Pérez|80.5|1.7|M|45|Quito
324|0901702867|Camila|Ramírez|66.0|1.6|M|37|Guayaquil
325|0949457557|Ana|Ramírez|46.4|1.64|F|27|Guayaquil
326|1728674821|Carlos|López|76.1|1.64|F|50|Quito
327|1738478338|Ana|López|72.2|1.75|M|45|Quito
328|1757737084|Sofía|Cedeño|77.7|1.69|M|28|Quito
329|1752843885|Laura|Cedeño|65.2|1.59|F|18|Quito
330|1747744981|Camila|Mendoza|73.1|1.67|M|49|Quito
331|1704150486|Carlos|Torres|75.4|1.79|M|43|Quito
332|1726534779|Ana|Vera|48.4|1.56|F|49|Quito
333|0179888693|José|Torres|89.9|1.65|M|25|Cuenca
334|1710329372|José|Cedeño|81.5|1.86|M|19|Quito
335|1757212155|José|Vera|64.5|1.73|M|47|Quito
336|1741131674|Juan|Cedeño|90.9|1.78|M|32|Quito
337|1723564030|María|Ramírez|57.9|1.77|M|48|Quito
338|0918493176|José|Ramírez|61.2|1.74|M|19|Guayaquil
339|1770554174|Pedro|Herrera|71.5|1.62|F|21|Quito
340|1751859590|María|Herrera|59.8|1.62|F|46|Quito
341|0191013104|José|López|86.1|1.88|M|26|Cuenca
342|0919410600|José|Torres|63.2|1.44|F|27|Guayaquil
343|0191176271|Sofía|Herrera|74.7|1.62|F|37|Cuenca
344|0902713239|José|Ramírez|66.7|1.76|F|45|Guayaquil
345|1740750608|Sofía|Torres|91.9|1.65|M|37|Quito
346|0989334485|Carlos|García|70.8|1.74|F|38|Guayaquil
347|0972390162|José|Torres|66.9|1.64|F|38|Guayaquil
348|0901754375|Laura|Cedeño|61.4|1.75|M|25|Guayaquil
349|1729379915|Camila|Ramírez|65.6|1.58|F|46|Quito
350|0942000253|Carlos|Herrera|64.8|1.86|M|37|Guayaquil
351|0963300482|Luis|Moreno|76.6|1.82|M|48|Guayaquil
352|0913066042|José|Pérez|93.1|1.68|M|33|Guayaquil
353|1713395273|Camila|Mendoza|53.9|1.64|F|27|Quito
354|0948103372|José|Torres|63.5|1.51|F|25|Guayaquil
355|1720615791|Luis|Herrera|77.9|1.58|M|50|Quito
356|0968235147|Luis|Ramírez|71.5|1.64|F|45|Guayaquil
357|0178881377|Ana|Pérez|50.6|1.64|F|23|Cuenca
358|0137690697|Carlos|Pérez|51.5|1.57|F|49|Cuenca
359|0996647894|José|Vera|81.5|1.8|M|29|Guayaquil
360|0919061287|Luis|Vera|56.5|1.67|F|46|Guayaquil
361|1726677066|Luis|Ramírez|85.0|1.87|M|41|Quito
362|1739107926|José|Mendoza|53.8|1.66|F|35|Quito
363|0905491140|Carlos|Ramírez|61.9|1.75|M|43|Guayaquil
364|0930610575|Camila|Moreno|96.7|1.7|M|40|Guayaquil
365|1777762927|Sofía|Torres|89.6|1.75|M|37|Quito
366|1772397418|Camila|Herrera|67.3|1.69|F|22|Quito
367|1747428084|Luis|Torres|62.6|1.64|F|29|Quito
368|0106451343|José|García|89.0|1.79|M|24|Cuenca
369|0971060781|Laura|Torres|85.9|1.74|M|22|Guayaquil
370|0980457259|Camila|López|79.8|1.63|M|26|Guayaquil
371|0990377921|Luis|Vera|66.7|1.55|F|24|Guayaquil
372|0169658579|José|Ramírez|63.9|1.63|F|40|Cuenca
373|0148742587|José|Mendoza|66.6|1.6|F|38|Cuenca
374|1728401412|Camila|López|85.9|1.8|M|18|Quito
375|1776837250|José|Torres|90.5|1.79|M|28|Quito
376|0968103348|Pedro|Mendoza|53.0|1.46|F|44|Guayaquil
377|1739338723|María|Moreno|83.3|1.7|M|50|Quito
378|0958892074|José|Cedeño|66.1|1.66|F|32|Guayaquil
379|1707556179|Carlos|Torres|71.9|1.63|F|33|Quito
380|1796286442|Juan|Cedeño|64.8|1.63|F|43|Quito
381|1732020394|Camila|Moreno|86.5|1.69|M|32|Quito
382|0913975916|Laura|Vera|84.2|1.72|M|44|Guayaquil
383|1794046712|Ana|Mendoza|65.1|1.63|F|25|Quito
384|0179182872|Laura|Ramírez|48.9|1.65|F|47|Cuenca
385|0945861792|José|García|73.9|1.69|M|47|Guayaquil
386|1754190937|José|Moreno|72.8|1.63|M|42|Quito
387|1720776731|María|Cedeño|73.6|1.6|F|28|Quito
388|0930186356|José|Cedeño|59.3|1.64|F|38|Guayaquil
389|1740021101|Carlos|Pérez|66.0|1.87|M|42|Quito
390|1785066407|Luis|Torres|75.2|1.86|M|40|Quito
391|0919124181|Luis|Vera|83.9|1.74|M|49|Guayaquil
392|0989728130|Carlos|Herrera|66.7|1.74|M|47|Guayaquil
393|0912185236|Pedro|Moreno|61.0|1.71|F|37|Guayaquil
394|1797203856|Ana|López|61.1|1.72|M|42|Quito
395|1789272300|María|Herrera|56.9|1.66|F|36|Quito
396|0973804377|Pedro|Pérez|73.6|1.65|M|26|Guayaquil
397|0971423691|Juan|García|58.6|1.69|F|36|Guayaquil
398|0947164553|Camila|Cedeño|62.7|1.54|F|27|Guayaquil
399|1727698447|José|Cedeño|78.6|1.81|M|44|Quito
400|1749015296|Juan|Pérez|86.9|1.64|M|41|Quito
401|1790621741|Juan|Ramírez|71.1|1.59|F|20|Quito
402|0915003632|Ana|Vera|72.8|1.65|F|48|Guayaquil
403|0137503481|Carlos|Mendoza|72.2|1.72|M|45|Cuenca
404|1718570777|José|Pérez|62.6|1.53|F|20|Quito
405|1700478722|Sofía|Torres|73.4|1.63|F|19|Quito
406|1725095091|María|Ramírez|64.2|1.63|F|18|Quito
407|0194753756|Laura|Vera|69.5|1.86|M|29|Cuenca
408|1739784758|Ana|Torres|82.0|1.73|M|46|Quito
409|1772427997|José|López|73.4|1.67|F|21|Quito
410|1704692317|Carlos|Cedeño|55.2|1.59|F|30|Quito
411|0948438185|Carlos|Moreno|66.8|1.73|F|43|Guayaquil
412|0992584266|Ana|López|50.1|1.76|F|19|Guayaquil
413|1742192797|Laura|Moreno|70.0|1.64|F|25|Quito
414|0992694780|Laura|Vera|66.8|1.69|F|37|Guayaquil
415|0910279759|Laura|Moreno|79.3|1.46|F|40|Guayaquil
416|1789337165|Luis|Ramírez|58.0|1.54|F|24|Quito
417|0187261538|María|Cedeño|77.2|1.66|F|22|Cuenca
418|1796200782|Sofía|Moreno|60.4|1.71|M|40|Quito
419|1796333224|Laura|Cedeño|82.6|1.72|M|28|Quito
420|0931752024|Carlos|Pérez|97.5|1.77|M|21|Guayaquil
