id_pedido,fecha,cliente,pais,producto,cantidad,precio_unitario,total
C0062,2025-03-12,Ruben del Valencia,Ecuador,Teclado,5,35,175
C0063,2025-03-12,Cosme Figueroa Feijoo,Argentina,Webcam,1,70,70
C0064,2025-03-03,Trinidad Luz Carreras,Colombia,Webcam,2,70,140
C0065,2025-03-17,Carmelita Durán Amor,Colombia,Router,1,100,100
C0066,2025-03-25,Elisa Pou-Saavedra,Colombia,Laptop,4,950,3800
C0067,2025-03-21,Iván Gallart Alfonso,Ecuador,Tablet,1,250,250
C0068,2025-03-25,Adelina Encarnación Téllez Rivero,Chile,Audífonos,4,50,200
C0069,2025-03-14,Ildefonso Aragonés-Mariño,Ecuador,Audífonos,4,50,200
C0070,2025-03-16,Juan Pablo Mur Patiño,Argentina,Monitor,3,200,600
C0071,2025-03-08,Elías del Sureda,Ecuador,Laptop,5,950,4750
C0072,2025-03-21,Valentina Lumbreras Avilés,Chile,Monitor,4,200,800
C0073,2025-03-12,Tadeo Pou Ballester,Perú,Impresora,3,300,900
C0074,2025-03-25,Chus Sarabia Morales,Chile,Mouse,5,20,100
C0075,2025-03-03,María Del Carmen Arenas Ibarra,Colombia,Tablet,4,250,1000
C0076,2025-03-08,Belén Visitación Landa Lobato,Argentina,Impresora,4,300,1200
C0077,2025-03-15,Alma de Cabello,Chile,Mouse,1,20,20
C0078,2025-03-02,Cleto Simó Patiño,Ecuador,Impresora,1,300,300
C0079,2025-03-18,Chita Roldán,Perú,Router,5,100,500
C0080,2025-03-10,Ceferino Carretero Lumbreras,Argentina,Silla ergonómica,4,150,600
C0081,2025-03-20,Félix Silvestre Chaparro Villanueva,Argentina,Audífonos,2,50,100
C0082,2025-03-03,Iker Fábregas Morante,Colombia,Teclado,1,35,35
C0083,2025-03-02,Irene Pizarro Iglesia,Perú,Router,5,100,500
C0084,2025-03-14,Corona Ramos Ortega,Perú,Monitor,4,200,800
C0085,2025-03-06,Moisés Rius Mosquera,Chile,Webcam,4,70,280
C0086,2025-03-20,Lino Pujadas Cerdá,Ecuador,Monitor,2,200,400
C0087,2025-03-10,Valeria Fabra Tapia,Chile,Teclado,5,35,175
C0088,2025-03-02,Carlito de Fabregat,Chile,Laptop,4,950,3800
C0089,2025-03-23,Candelas de Barrera,Argentina,Tablet,1,250,250
C0090,2025-03-07,Adriana Mendizábal Martinez,Chile,Mouse,2,20,40
C0091,2025-03-21,Viviana de Tello,Perú,Laptop,5,950,4750
C0092,2025-03-07,Mariano Andres Montoya,Colombia,Impresora,2,300,600
C0093,2025-03-15,Alondra Sierra-Arellano,Argentina,Silla ergonómica,1,150,150
C0094,2025-03-13,Eladio Nebot Lopez,Ecuador,Silla ergonómica,5,150,750
C0095,2025-03-11,Artemio Llopis Asenjo,Ecuador,Mouse,2,20,40
C0096,2025-03-24,Luisa Haro Andrade,Ecuador,Laptop,3,950,2850
C0097,2025-03-17,Osvaldo Vila Berrocal,Ecuador,Webcam,1,70,70
C0098,2025-03-01,Lázaro Luciano Solano Daza,Colombia,Webcam,1,70,70
C0099,2025-03-19,Leyre Bermudez-Neira,Ecuador,Tablet,1,250,250
C0100,2025-03-12,Sosimo del Alcalá,Perú,Router,3,100,300
C0101,2025-03-25,Aníbal Mate Aguirre,Chile,Monitor,3,200,600
C0102,2025-03-24,Azeneth Quiroga Viana,Ecuador,Impresora,4,300,1200
C0103,2025-03-05,Crescencia Tormo Fernandez,Colombia,Mouse,2,20,40
C0104,2025-03-10,Domitila Ferrera-Mármol,Argentina,Impresora,4,300,1200
C0105,2025-03-05,Natanael Andreu-Villanueva,Argentina,Silla ergonómica,2,150,300
C0106,2025-03-20,Patricio de Pedro,Chile,Webcam,3,70,210
C0107,2025-03-23,Raquel Rios Mariño,Ecuador,Tablet,3,250,750
C0108,2025-03-04,Patricio Valle,Argentina,Mouse,4,20,80
C0109,2025-03-15,Juana Valcárcel Hidalgo,Perú,Mouse,5,20,100
C0110,2025-03-23,Gisela Gallart Andrade,Ecuador,Router,4,100,400
C0111,2025-03-15,Nacio Busquets Bustamante,Chile,Silla ergonómica,2,150,300
C0112,2025-03-17,Rosa Franch,Chile,Impresora,4,300,1200
C0113,2025-03-15,Josefa Losa Sala,Argentina,Monitor,1,200,200
C0114,2025-03-02,Emiliano Vila Galan,Perú,Webcam,2,70,140
C0115,2025-03-21,Teo Pérez Gisbert,Perú,Teclado,2,35,70
C0116,2025-03-09,Eufemia Pérez Saavedra,Ecuador,Tablet,5,250,1250
C0117,2025-03-07,Cloe Murillo García,Colombia,Monitor,3,200,600
C0118,2025-03-07,Miguel Guzmán-Cazorla,Colombia,Audífonos,2,50,100
C0119,2025-03-05,Gabriela Rosa Roldan,Chile,Laptop,3,950,2850
C0120,2025-03-14,Cruz Sierra,Ecuador,Mouse,4,20,80
C0121,2025-03-07,José Mari Torres Durán,Ecuador,Silla ergonómica,1,150,150
C0122,2025-03-19,Rosalva Camino Roma,Colombia,Teclado,5,35,175
C0123,2025-03-25,Silvia Loida Bello Garcés,Ecuador,Tablet,3,250,750
C0124,2025-03-04,Domingo Tito Marcos Chacón,Ecuador,Mouse,2,20,40
C0125,2025-03-10,Nando Leandro Collado Trujillo,Perú,Monitor,3,200,600
C0126,2025-03-19,Venceslás Arnaiz Reig,Colombia,Impresora,2,300,600
C0127,2025-03-07,Inés Rincón Marin,Perú,Router,3,100,300
C0128,2025-03-25,Bárbara José Martín Olivera,Ecuador,Mouse,2,20,40
C0129,2025-03-10,Emelina Giralt Soto,Chile,Laptop,4,950,3800
C0130,2025-03-20,Úrsula Céspedes,Perú,Audífonos,2,50,100
C0131,2025-03-04,Macaria del Quintero,Perú,Webcam,2,70,140
C0132,2025-03-01,Julio César Fábregas Catalá,Ecuador,Mouse,1,20,20
C0133,2025-03-18,Coral Casals Estrada,Ecuador,Laptop,2,950,1900
C0134,2025-03-06,Rufino Portillo-Barbero,Chile,Teclado,1,35,35
C0135,2025-03-18,Eugenio Sans Cobo,Perú,Audífonos,5,50,250
C0136,2025-03-26,Gisela del Miralles,Colombia,Silla ergonómica,1,150,150
C0137,2025-03-03,Aitana Ferreras Nieto,Perú,Mouse,4,20,80
C0138,2025-03-27,María Ángeles Mármol Alonso,Perú,Audífonos,1,50,50
C0139,2025-03-03,Rogelio Carpio Ordóñez,Chile,Mouse,5,20,100
C0140,2025-03-10,Virgilio Nuñez,Colombia,Webcam,4,70,280
C0141,2025-03-15,Iker Gallego Abad,Colombia,Impresora,3,300,900
C0142,2025-03-25,Paulina Cabañas Tudela,Colombia,Router,3,100,300
C0143,2025-03-04,Nicodemo del Mármol,Colombia,Teclado,1,35,35
C0144,2025-03-06,Isa Baena Aparicio,Ecuador,Teclado,1,35,35
C0145,2025-03-16,Feliciana Andres Comas,Ecuador,Teclado,5,35,175
C0146,2025-03-09,Iris Purificación Santamaría Querol,Ecuador,Webcam,5,70,350
C0147,2025-03-10,Heliodoro Virgilio Garriga Mendoza,Argentina,Router,2,100,200
C0148,2025-03-03,María Ángeles Tania Trujillo Poza,Argentina,Router,5,100,500
C0149,2025-03-10,Charo Velázquez Amigó,Chile,Silla ergonómica,2,150,300
C0150,2025-03-01,Magdalena Marí Raya,Colombia,Audífonos,4,50,200
C0151,2025-03-18,Alejo Frutos Teruel,Argentina,Laptop,1,950,950
C0152,2025-03-27,Brunilda Serna Nieto,Chile,Router,4,100,400
C0153,2025-03-14,Xavier Sigfrido Morell Chaparro,Colombia,Mouse,5,20,100
C0154,2025-03-07,Modesta Girona Haro,Colombia,Router,4,100,400
C0155,2025-03-18,Isaac Martinez Calderón,Ecuador,Mouse,4,20,80
C0156,2025-03-20,José Poza-Vallés,Perú,Audífonos,4,50,200
C0157,2025-03-08,Fernanda Cisneros Villegas,Ecuador,Tablet,5,250,1250
C0158,2025-03-11,Ema Alcolea,Argentina,Silla ergonómica,4,150,600
C0159,2025-03-14,Glauco Pou Torrijos,Chile,Audífonos,2,50,100
C0160,2025-03-22,Ezequiel Vélez Duarte,Argentina,Tablet,5,250,1250
C0161,2025-03-15,Bernardo Izaguirre Bas,Argentina,Mouse,4,20,80
C0162,2025-03-25,Salud Díaz-Haro,Colombia,Monitor,5,200,1000
C0163,2025-03-04,Donato Saldaña Jordá,Colombia,Audífonos,3,50,150
C0164,2025-03-22,Nadia Ribera Carro,Colombia,Teclado,2,35,70
C0165,2025-03-15,Manu Checa,Argentina,Silla ergonómica,4,150,600
C0166,2025-03-22,Ricarda Rufina Hierro Dominguez,Ecuador,Laptop,3,950,2850
C0167,2025-03-15,Julio César Terrón Armas,Chile,Tablet,3,250,750
C0168,2025-03-23,Salud Roldan,Colombia,Router,5,100,500
C0169,2025-03-06,Primitivo Lucas Barrera Cámara,Chile,Mouse,3,20,60
C0170,2025-03-12,Ángela Montenegro Iñiguez,Colombia,Audífonos,2,50,100
C0171,2025-03-10,Maricruz Santamaria Roca,Chile,Audífonos,2,50,100
C0172,2025-03-08,Febe Palomar Morante,Perú,Laptop,1,950,950
C0173,2025-03-24,Marcelo Rosell Ayuso,Argentina,Monitor,2,200,400
C0174,2025-03-02,Heraclio Castellanos Jara,Argentina,Webcam,3,70,210
C0175,2025-03-03,Cándida Ochoa Escribano,Colombia,Monitor,2,200,400
C0176,2025-03-03,Ezequiel Padilla Ramón,Ecuador,Router,5,100,500
C0177,2025-03-24,Ainoa Vila Tomé,Colombia,Silla ergonómica,1,150,150
C0178,2025-03-21,Mauricio Antón,Colombia,Mouse,3,20,60
C0179,2025-03-01,Leonel de Prada,Colombia,Router,1,100,100
C0180,2025-03-26,Ricarda Alcalá Zapata,Perú,Mouse,3,20,60
C0181,2025-03-21,Ámbar Villanueva Jáuregui,Colombia,Laptop,5,950,4750
C0182,2025-03-25,Samu del Ros,Ecuador,Webcam,1,70,70
C0183,2025-03-15,María Luisa Adelia Mendoza Lillo,Colombia,Laptop,4,950,3800
C0184,2025-03-07,María Belén Lobo Alemany,Argentina,Tablet,3,250,750
C0185,2025-03-08,Pelayo Jonatan Sancho Campoy,Ecuador,Mouse,4,20,80
C0186,2025-03-14,Ale Cámara Palomares,Argentina,Silla ergonómica,1,150,150
C0187,2025-03-23,Begoña Carnero-Pereira,Perú,Tablet,4,250,1000
C0188,2025-03-13,Felicidad Torralba Bermejo,Argentina,Monitor,4,200,800
C0189,2025-03-10,César Tito Cantero Campoy,Colombia,Audífonos,1,50,50
C0190,2025-03-03,Encarnación del Nevado,Perú,Laptop,5,950,4750
C0191,2025-03-27,Renata Roura Simó,Chile,Router,4,100,400
C0192,2025-03-25,Juan Carlos Oliveras Ruiz,Perú,Tablet,4,250,1000
C0193,2025-03-21,Daniel del Neira,Argentina,Silla ergonómica,5,150,750
C0194,2025-03-26,Jenaro Agustín Tello,Colombia,Audífonos,4,50,200
C0195,2025-03-05,Amelia Albero Chacón,Colombia,Mouse,4,20,80
C0196,2025-03-03,Maricela Alba Lara,Ecuador,Monitor,4,200,800
C0197,2025-03-13,Maura Esteve Recio,Ecuador,Audífonos,2,50,100
C0198,2025-03-23,Juanito Herrera Zaragoza,Perú,Impresora,5,300,1500
C0199,2025-03-16,Begoña Lucas,Argentina,Tablet,4,250,1000
C0200,2025-03-01,Manolo Flor Fábregas,Perú,Mouse,5,20,100
C0201,2025-03-27,Delfina Olmedo Arroyo,Ecuador,Teclado,3,35,105
C0202,2025-03-12,Imelda Salvador Oliver,Colombia,Teclado,3,35,105
C0203,2025-03-11,Édgar Olivares Zaragoza,Colombia,Mouse,4,20,80
C0204,2025-03-22,Jacobo de Verdú,Perú,Silla ergonómica,5,150,750
C0205,2025-03-13,Sosimo Almagro Amaya,Chile,Monitor,5,200,1000
C0206,2025-03-05,Noelia del Bartolomé,Ecuador,Webcam,5,70,350
C0207,2025-03-11,Herminio del Galván,Chile,Router,2,100,200
C0208,2025-03-10,Baldomero Uribe Ugarte,Chile,Audífonos,3,50,150
C0209,2025-03-07,Vanesa Beltrán Roldán,Ecuador,Webcam,5,70,350
C0210,2025-03-13,Ascensión Roda Rios,Ecuador,Silla ergonómica,5,150,750
C0211,2025-03-05,Samu Barrena Piñol,Ecuador,Router,2,100,200
C0212,2025-03-08,Urbano Niño Díez,Colombia,Silla ergonómica,2,150,300
C0213,2025-03-20,Tamara Lucas Tolosa,Argentina,Teclado,5,35,175
C0214,2025-03-19,Samu Fernandez,Colombia,Laptop,1,950,950
C0215,2025-03-14,Débora Clemente Alba,Argentina,Laptop,5,950,4750
C0216,2025-03-03,Marcela Barba Escudero,Argentina,Webcam,5,70,350
C0217,2025-03-09,Camilo Pelayo-Leon,Argentina,Router,2,100,200
C0218,2025-03-03,Nerea de Macías,Argentina,Teclado,2,35,70
C0219,2025-03-04,María Manuela del Rivas,Argentina,Teclado,5,35,175
C0220,2025-03-08,América Feijoo Acosta,Chile,Mouse,5,20,100
C0221,2025-03-27,Carmela Valenzuela-Baró,Colombia,Silla ergonómica,5,150,750
C0222,2025-03-09,Trinidad de Robles,Argentina,Audífonos,2,50,100
C0223,2025-03-02,Prudencia Domínguez Huertas,Argentina,Webcam,5,70,350
C0224,2025-03-10,Nilda Lopez Cifuentes,Colombia,Silla ergonómica,5,150,750
C0225,2025-03-17,Amparo Marcos Tolosa,Chile,Impresora,4,300,1200
C0226,2025-03-09,Salvador Prado-Serna,Colombia,Audífonos,1,50,50
C0227,2025-03-18,Pastor del Roig,Perú,Router,3,100,300
C0228,2025-03-21,Susanita de Benavides,Chile,Teclado,1,35,35
C0229,2025-03-25,Blanca Salinas Villalba,Colombia,Silla ergonómica,4,150,600
C0230,2025-03-18,Consuela Tudela Alberdi,Argentina,Impresora,3,300,900
C0231,2025-03-25,Severo Daza Carrera,Argentina,Audífonos,5,50,250
C0232,2025-03-24,Calista Bayo Miralles,Argentina,Monitor,4,200,800
C0233,2025-03-18,Édgar Dalmau Godoy,Chile,Monitor,5,200,1000
C0234,2025-03-09,Zaida Cañete Benítez,Argentina,Impresora,2,300,600
C0235,2025-03-09,Juana Anguita-Espejo,Perú,Teclado,4,35,140
C0236,2025-03-08,Joan René Pavón Godoy,Chile,Tablet,2,250,500
C0237,2025-03-25,Adelia Huerta Zurita,Argentina,Audífonos,4,50,200
C0238,2025-03-04,Bernardo Pedro Gibert,Ecuador,Audífonos,4,50,200
C0239,2025-03-01,Leopoldo Santamaria-Feijoo,Argentina,Router,2,100,200
C0240,2025-03-27,Vinicio Collado,Argentina,Silla ergonómica,3,150,450
C0241,2025-03-07,Óscar Mena-Julián,Colombia,Tablet,1,250,250
C0242,2025-03-23,Vito Carreño-Mayol,Perú,Webcam,5,70,350
C0243,2025-03-20,Alcides Español Estrada,Ecuador,Tablet,4,250,1000
C0244,2025-03-08,Luisa Barberá Rivas,Ecuador,Laptop,5,950,4750
C0245,2025-03-10,Jose Ignacio Andres Gascón,Colombia,Teclado,2,35,70
C0246,2025-03-21,Horacio Carreño,Ecuador,Laptop,5,950,4750
C0247,2025-03-03,Francisco Morante Amor,Chile,Impresora,2,300,600
C0248,2025-03-18,Elodia Mur-Rubio,Chile,Impresora,5,300,1500
C0249,2025-03-07,Jesusa Ibáñez Larrea,Perú,Teclado,1,35,35
C0250,2025-03-01,Herminio Ribera Valcárcel,Ecuador,Impresora,1,300,300
C0251,2025-03-15,Silvia Leiva-Bravo,Chile,Tablet,1,250,250
C0252,2025-03-14,Marisa Blanch-Vallejo,Ecuador,Audífonos,1,50,50
C0253,2025-03-22,Amador de Iborra,Colombia,Mouse,1,20,20
C0254,2025-03-02,Bernardita Ángeles Noriega Sarabia,Argentina,Tablet,1,250,250
C0255,2025-03-04,Ana Alsina Roma,Chile,Tablet,2,250,500
C0256,2025-03-07,Mariana de Robledo,Colombia,Monitor,4,200,800
C0257,2025-03-10,Prudencia Hervás Miró,Argentina,Impresora,5,300,1500
C0258,2025-03-21,Pía de Cervera,Ecuador,Webcam,1,70,70
C0259,2025-03-13,Fabiola Serra Berenguer,Colombia,Webcam,2,70,140
C0260,2025-03-05,Ascensión Aurora Alcolea Fabregat,Perú,Tablet,2,250,500
C0261,2025-03-22,Sebastián Perelló-Tena,Ecuador,Laptop,2,950,1900
C0262,2025-03-16,María Jesús Ágata Pla Aguilera,Perú,Monitor,4,200,800
C0263,2025-03-19,Marcelino Cózar Leon,Argentina,Router,5,100,500
C0264,2025-03-23,Xavier Renato Ureña Sans,Chile,Audífonos,4,50,200
C0265,2025-03-05,Vicenta Íngrid Perales Fuente,Argentina,Tablet,3,250,750
C0266,2025-03-21,Abilio Cortés Pascual,Argentina,Monitor,2,200,400
C0267,2025-03-09,Gracia del Pla,Chile,Impresora,3,300,900
C0268,2025-03-04,Octavio Gimeno Barrena,Colombia,Teclado,1,35,35
C0269,2025-03-10,Gustavo García Calderón,Ecuador,Teclado,1,35,35
C0270,2025-03-13,Agapito Gascón España,Chile,Tablet,4,250,1000
C0271,2025-03-17,Manu Ochoa-Almansa,Ecuador,Webcam,5,70,350
C0272,2025-03-04,José Antonio Tamayo Ros,Ecuador,Webcam,3,70,210
C0273,2025-03-22,Ana Belén Crespo Barceló,Perú,Tablet,5,250,1250
C0274,2025-03-10,Clara Cepeda Carranza,Perú,Teclado,4,35,140
C0275,2025-03-01,Chema Julio Alcalde Menendez,Chile,Silla ergonómica,1,150,150
C0276,2025-03-27,Tecla Conde,Perú,Laptop,5,950,4750
C0277,2025-03-03,Primitiva Terrón,Perú,Router,5,100,500
C0278,2025-03-18,María Jesús Rosa-Cabañas,Chile,Laptop,1,950,950
C0279,2025-03-18,Leonardo Segovia Bermejo,Chile,Audífonos,3,50,150
C0280,2025-03-19,Matilde Florina Estévez Español,Argentina,Laptop,1,950,950
C0281,2025-03-11,Nazaret Vargas Aguirre,Argentina,Impresora,5,300,1500
C0282,2025-03-19,Rodolfo Cordero-Amigó,Colombia,Silla ergonómica,3,150,450
C0283,2025-03-14,María Luisa Roda-Cerdá,Argentina,Audífonos,3,50,150
C0284,2025-03-17,Luna Arce,Ecuador,Audífonos,1,50,50
C0285,2025-03-11,Rosenda Narváez Alcalde,Argentina,Monitor,5,200,1000
C0286,2025-03-07,José Salinas Pellicer,Chile,Tablet,4,250,1000
C0287,2025-03-09,Arcelia Cuesta Portillo,Ecuador,Tablet,5,250,1250
C0288,2025-03-19,Saturnina del Sastre,Chile,Webcam,2,70,140
C0289,2025-03-18,Milagros Baeza-Ortuño,Argentina,Tablet,4,250,1000
C0290,2025-03-11,Jose Angel Bautista Amores Bejarano,Colombia,Mouse,3,20,60
C0291,2025-03-03,José María Ortiz-Cobos,Perú,Monitor,4,200,800
C0292,2025-03-21,Vanesa Coronado Benítez,Chile,Audífonos,3,50,150
C0293,2025-03-18,Vinicio Daza Rodríguez,Perú,Audífonos,3,50,150
C0294,2025-03-13,René Sobrino Heredia,Perú,Monitor,4,200,800
C0295,2025-03-08,Simón Valencia Montserrat,Argentina,Tablet,3,250,750
C0296,2025-03-07,Concha Reina Gálvez Tamayo,Colombia,Tablet,3,250,750
C0297,2025-03-04,Apolonia Barral Talavera,Ecuador,Mouse,2,20,40
C0298,2025-03-25,Mario Cuéllar Bas,Perú,Router,5,100,500
C0299,2025-03-09,Clemente Cuenca-Vallejo,Chile,Silla ergonómica,5,150,750
C0300,2025-03-06,Amador Núñez Ferrero,Argentina,Monitor,2,200,400
C0301,2025-03-25,Nélida Campoy Soler,Ecuador,Audífonos,4,50,200
C0302,2025-03-27,Jovita Bertrán Gutierrez,Colombia,Mouse,1,20,20
C0303,2025-03-16,Cornelio del Guzman,Colombia,Impresora,1,300,300
C0304,2025-03-11,Sergio Moles Barberá,Argentina,Impresora,1,300,300
C0305,2025-03-22,Guadalupe del Ramos,Ecuador,Tablet,2,250,500
C0306,2025-03-12,Dora de Amat,Perú,Tablet,2,250,500
C0307,2025-03-12,Aarón Neira Vergara,Argentina,Router,3,100,300
C0308,2025-03-04,Maricruz Duran Páez,Colombia,Laptop,1,950,950
C0309,2025-03-20,Ámbar Prada Casas,Perú,Monitor,4,200,800
C0310,2025-03-05,Ignacia Cervera Naranjo,Perú,Tablet,4,250,1000
C0311,2025-03-12,Eduardo Zabala Cuervo,Ecuador,Mouse,1,20,20
C0312,2025-03-19,Celso Jáuregui Jordán,Chile,Tablet,1,250,250
C0313,2025-03-20,Marcelo Vilaplana Santamaria,Argentina,Laptop,1,950,950
C0314,2025-03-12,Pelayo Mendez Tejedor,Ecuador,Monitor,2,200,400
C0315,2025-03-02,Apolonia Prudencia Cózar Duran,Chile,Webcam,2,70,140
C0316,2025-03-11,Fulgencio Marcio Jimenez Pujadas,Ecuador,Monitor,2,200,400
C0317,2025-03-26,Débora Segovia-Trujillo,Argentina,Webcam,5,70,350
C0318,2025-03-02,Ricarda Blanes Gimenez,Ecuador,Teclado,4,35,140
C0319,2025-03-21,Paca Melero Marí,Ecuador,Router,4,100,400
C0320,2025-03-17,Arturo Coll Morell,Perú,Laptop,3,950,2850
C0321,2025-03-06,Carlos Gutierrez Prieto,Ecuador,Mouse,2,20,40
C0322,2025-03-12,Ángela Estevez Aguilar,Ecuador,Teclado,5,35,175
C0323,2025-03-27,Aura Odalys Araujo Saez,Perú,Tablet,5,250,1250
C0324,2025-03-13,Felicidad Cerdán Mercader,Ecuador,Silla ergonómica,4,150,600
C0325,2025-03-03,Daniela Gaya Corbacho,Chile,Impresora,2,300,600
C0326,2025-03-01,Carmela Abril Diéguez Cabo,Colombia,Webcam,3,70,210
C0327,2025-03-18,Andrés Felipe Julián Blanch Bonet,Colombia,Webcam,2,70,140
C0328,2025-03-20,Chucho Pinto Mármol,Colombia,Audífonos,1,50,50
C0329,2025-03-19,Adriana de Cadenas,Ecuador,Webcam,2,70,140
C0330,2025-03-22,Graciela Hidalgo Barbero,Ecuador,Tablet,1,250,250
C0331,2025-03-11,Martirio Costa,Ecuador,Silla ergonómica,1,150,150
C0332,2025-03-18,Silvia Hidalgo Morera,Ecuador,Silla ergonómica,3,150,450
C0333,2025-03-12,Vinicio Maestre Corominas,Ecuador,Mouse,4,20,80
C0334,2025-03-21,Daniel Pacheco Higueras,Perú,Tablet,2,250,500
C0335,2025-03-21,Dolores de Tovar,Ecuador,Impresora,1,300,300
C0336,2025-03-17,Rodolfo Galiano,Perú,Silla ergonómica,2,150,300
C0337,2025-03-19,Carla del Delgado,Ecuador,Impresora,4,300,1200
C0338,2025-03-11,Narciso Suarez Valenciano,Colombia,Webcam,4,70,280
C0339,2025-03-07,Felicia Gilabert-Iglesias,Colombia,Laptop,5,950,4750
C0340,2025-03-16,Saturnina Jover Matas,Colombia,Teclado,4,35,140
C0341,2025-03-07,Araceli Martin-Aguiló,Argentina,Monitor,3,200,600
C0342,2025-03-19,Estefanía Sacristán Ripoll,Chile,Webcam,1,70,70
C0343,2025-03-26,Glauco Armando Garzón Cárdenas,Argentina,Impresora,5,300,1500
